RecipeID,OutputItemID,ItemFound,SpriteKey,SpriteFound,RuntimeResult,RootCause
recipe_goldenhelm,goldenhelm,FALSE,goldenhelm,NORMALIZED:golden_helm,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_goldenshield,goldenshield,FALSE,goldenshield,NORMALIZED:golden_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_goldensword,goldensword,FALSE,goldensword,NORMALIZED:golden_sword,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_goldingot,goldingot,FALSE,goldingot,NORMALIZED:gold_ingot,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_icecage,icecage,FALSE,icecage,NORMALIZED:ice_cage,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_icecatalyst,icecatalyst,FALSE,icecatalyst,NORMALIZED:ice_catalyst,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_icicle,icicle,TRUE,icicle,EXACT,RESOLVED,A_WORKING
recipe_ignitionorb,ignitionorb,FALSE,ignitionorb,NORMALIZED:ignition_orb,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_imperialshield,imperialshield,FALSE,imperialshield,NORMALIZED:imperial_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_imperialstaff,imperialstaff,FALSE,imperialstaff,NORMALIZED:imperial_staff,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_infernalbow,infernalbow,FALSE,infernalbow,NORMALIZED:infernal_bow,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_infernalchakram,infernalchakram,FALSE,infernalchakram,NORMALIZED:infernal_chakram,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_infinitedespair,infinitedespair,FALSE,infinitedespair,NORMALIZED:infinite_despair,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_infusednecklace,infusednecklace,FALSE,infusednecklace,NORMALIZED:infused_necklace,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_infusionofwisdom,infusionofwisdom,FALSE,infusionofwisdom,NORMALIZED:infusion_of_wisdom,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_invisibleservant,invisibleservant,FALSE,invisibleservant,NORMALIZED:invisible_servant,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_ironchainmail,ironchainmail,FALSE,ironchainmail,NORMALIZED:iron_chainmail,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_ironhelm,ironhelm,FALSE,ironhelm,NORMALIZED:iron_helm,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_ironingot,ironingot,FALSE,ironingot,NORMALIZED:iron_ingot,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_ivoryjacket,ivoryjacket,FALSE,ivoryjacket,NORMALIZED:ivory_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_jeweledcrown,jeweledcrown,FALSE,jeweledcrown,NORMALIZED:jeweled_crown,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_kabelianarmor,kabelianarmor,FALSE,kabelianarmor,NORMALIZED:kabelian_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_kabelianclaws,kabelianclaws,FALSE,kabelianclaws,NORMALIZED:kabelian_claws,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_kaunianrobe,kaunianrobe,FALSE,kaunianrobe,NORMALIZED:kaunian_robe,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_laroxianboots,laroxianboots,FALSE,laroxianboots,NORMALIZED:laroxian_boots,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_laroxiangloves,laroxiangloves,FALSE,laroxiangloves,NORMALIZED:laroxian_gloves,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_laroxianrobe,laroxianrobe,FALSE,laroxianrobe,NORMALIZED:laroxian_robe,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_leather,leather,TRUE,leather,EXACT,RESOLVED,A_WORKING
recipe_leatherboots,leatherboots,FALSE,leatherboots,NORMALIZED:leather_boots,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_leathergloves,leathergloves,FALSE,leathergloves,NORMALIZED:leather_gloves,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_leatherjacket,leatherjacket,FALSE,leatherjacket,NORMALIZED:leather_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_livingscimitar,livingscimitar,FALSE,livingscimitar,NORMALIZED:living_scimitar,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_livingwhip,livingwhip,FALSE,livingwhip,NORMALIZED:living_whip,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_metamorphicarmor,metamorphicarmor,FALSE,metamorphicarmor,NORMALIZED:metamorphic_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_metamorphicshield,metamorphicshield,FALSE,metamorphicshield,NORMALIZED:metamorphic_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_mithrilbow,mithrilbow,FALSE,mithrilbow,NORMALIZED:mithril_bow,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_mithrildagger,mithrildagger,FALSE,mithrildagger,NORMALIZED:mithril_dagger,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_mithrilhelm,mithrilhelm,FALSE,mithrilhelm,NORMALIZED:mithril_helm,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_mithrilshield,mithrilshield,FALSE,mithrilshield,NORMALIZED:mithril_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_mithrilsword,mithrilsword,FALSE,mithrilsword,NORMALIZED:mithril_sword,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_moltenstaff,moltenstaff,FALSE,moltenstaff,NORMALIZED:molten_staff,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_monkeyhidejacket,monkeyhidejacket,FALSE,monkeyhidejacket,NORMALIZED:monkey_hide_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_mothrobe,mothrobe,FALSE,mothrobe,NORMALIZED:moth_robe,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_mottiphobia,mottiphobia,TRUE,mottiphobia,EXACT,RESOLVED,A_WORKING
recipe_mutantjacket,mutantjacket,FALSE,mutantjacket,NORMALIZED:mutant_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_mutualdespair,mutualdespair,FALSE,mutualdespair,NORMALIZED:mutual_despair,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_nightwingjacket,nightwingjacket,FALSE,nightwingjacket,NORMALIZED:nightwing_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_nightwingleather,nightwingleather,FALSE,nightwingleather,NORMALIZED:nightwing_leather,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_nilarmor,nilarmor,FALSE,nilarmor,NORMALIZED:nil_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_nilpendant,nilpendant,FALSE,nilpendant,NORMALIZED:nil_pendant,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_oblivion,oblivion,TRUE,oblivion,EXACT,RESOLVED,A_WORKING
recipe_obsidianbow,obsidianbow,FALSE,obsidianbow,NORMALIZED:obsidian_bow,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_obsidiancuirass,obsidiancuirass,FALSE,obsidiancuirass,NORMALIZED:obsidian_cuirass,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_obsidiandagger,obsidiandagger,FALSE,obsidiandagger,NORMALIZED:obsidian_dagger,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_obsidianhelm,obsidianhelm,FALSE,obsidianhelm,NORMALIZED:obsidian_helm,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_obsidianscepter,obsidianscepter,FALSE,obsidianscepter,NORMALIZED:obsidian_scepter,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_obsidianshield,obsidianshield,FALSE,obsidianshield,NORMALIZED:obsidian_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_obsidiansword,obsidiansword,FALSE,obsidiansword,NORMALIZED:obsidian_sword,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_orichalcumarmor,orichalcumarmor,FALSE,orichalcumarmor,NORMALIZED:orichalcum_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_orichalcumdagger,orichalcumdagger,FALSE,orichalcumdagger,NORMALIZED:orichalcum_dagger,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_orichalcumhelm,orichalcumhelm,FALSE,orichalcumhelm,NORMALIZED:orichalcum_helm,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_orichalcumingot,orichalcumingot,FALSE,orichalcumingot,NORMALIZED:orichalcum_ingot,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_orichalcumshield,orichalcumshield,FALSE,orichalcumshield,NORMALIZED:orichalcum_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_orichalcumsword,orichalcumsword,FALSE,orichalcumsword,NORMALIZED:orichalcum_sword,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_panopticonstaff,panopticonstaff,FALSE,panopticonstaff,NORMALIZED:panopticon_staff,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_patricianarmor,patricianarmor,FALSE,patricianarmor,NORMALIZED:patrician_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_permafrostessence,permafrostessence,FALSE,permafrostessence,NORMALIZED:permafrost_essence,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_phylactery,phylactery,TRUE,phylactery,EXACT,RESOLVED,A_WORKING
recipe_piratekingtricorn,piratekingtricorn,FALSE,piratekingtricorn,NORMALIZED:pirate_king_tricorn,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_potionofrejuvenation,potionofrejuvenation,FALSE,potionofrejuvenation,NORMALIZED:potion_of_rejuvenation,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_prehistoricmixture,prehistoricmixture,FALSE,prehistoricmixture,NORMALIZED:prehistoric_mixture,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_primevalarmor,primevalarmor,FALSE,primevalarmor,NORMALIZED:primeval_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_primevalhelm,primevalhelm,FALSE,primevalhelm,NORMALIZED:primeval_helm,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_primevalshield,primevalshield,FALSE,primevalshield,NORMALIZED:primeval_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_prismaticarmor,prismaticarmor,FALSE,prismaticarmor,NORMALIZED:prismatic_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_prismaticessence,prismaticessence,FALSE,prismaticessence,NORMALIZED:prismatic_essence,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_prismaticpendant,prismaticpendant,FALSE,prismaticpendant,NORMALIZED:prismatic_pendant,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_reassemblingjacket,reassemblingjacket,FALSE,reassemblingjacket,NORMALIZED:reassembling_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_redwoodbow,redwoodbow,FALSE,redwoodbow,NORMALIZED:redwood_bow,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_ritualblade,ritualblade,FALSE,ritualblade,NORMALIZED:ritual_blade,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_robeofthearchmage,robeofthearchmage,FALSE,robeofthearchmage,NORMALIZED:robe_of_the_archmage,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_rubyring,rubyring,FALSE,rubyring,NORMALIZED:ruby_ring,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_sagearmor,sagearmor,FALSE,sagearmor,NORMALIZED:sage_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_sagecloak,sagecloak,FALSE,sagecloak,NORMALIZED:sage_cloak,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_sagejacket,sagejacket,FALSE,sagejacket,NORMALIZED:sage_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_scarletshroud,scarletshroud,FALSE,scarletshroud,NORMALIZED:scarlet_shroud,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_scarletveil,scarletveil,FALSE,scarletveil,NORMALIZED:scarlet_veil,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_scimitar,scimitar,TRUE,scimitar,EXACT,RESOLVED,A_WORKING
recipe_sha,sha,TRUE,sha,EXACT,RESOLVED,A_WORKING
recipe_shadowbow,shadowbow,FALSE,shadowbow,NORMALIZED:shadow_bow,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_shadowdagger,shadowdagger,FALSE,shadowdagger,NORMALIZED:shadow_dagger,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_shadowpotion,shadowpotion,FALSE,shadowpotion,NORMALIZED:shadow_potion,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_shadowring,shadowring,FALSE,shadowring,NORMALIZED:shadow_ring,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_shahuribow,shahuribow,FALSE,shahuribow,NORMALIZED:shahuri_bow,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_shieldingcuirass,shieldingcuirass,FALSE,shieldingcuirass,NORMALIZED:shielding_cuirass,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_shieldinghelm,shieldinghelm,FALSE,shieldinghelm,NORMALIZED:shielding_helm,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_shieldingjacket,shieldingjacket,FALSE,shieldingjacket,NORMALIZED:shielding_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_shieldofthemartyr,shieldofthemartyr,FALSE,shieldofthemartyr,NORMALIZED:shield_of_the_martyr,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_shieldofthetitan,shieldofthetitan,FALSE,shieldofthetitan,NORMALIZED:shield_of_the_titan,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_shortcircuit,shortcircuit,FALSE,shortcircuit,NORMALIZED:short_circuit,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_silkfabric,silkfabric,FALSE,silkfabric,NORMALIZED:silk_fabric,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_silkrobe,silkrobe,FALSE,silkrobe,NORMALIZED:silk_robe,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_sinisterstabilizer,sinisterstabilizer,FALSE,sinisterstabilizer,NORMALIZED:sinister_stabilizer,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_skinblender,skinblender,FALSE,skinblender,NORMALIZED:skin_blender,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_skullcandle,skullcandle,FALSE,skullcandle,NORMALIZED:skull_candle,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_slimearmor,slimearmor,FALSE,slimearmor,NORMALIZED:slime_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_slimejacket,slimejacket,FALSE,slimejacket,NORMALIZED:slime_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_slimerobe,slimerobe,FALSE,slimerobe,NORMALIZED:slime_robe,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_spectralrobe,spectralrobe,FALSE,spectralrobe,NORMALIZED:spectral_robe,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_spellwovenjacket,spellwovenjacket,FALSE,spellwovenjacket,NORMALIZED:spellwoven_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_spellwovenleather,spellwovenleather,FALSE,spellwovenleather,NORMALIZED:spellwoven_leather,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_spiderboots,spiderboots,FALSE,spiderboots,NORMALIZED:spider_boots,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_spidergloves,spidergloves,FALSE,spidergloves,NORMALIZED:spider_gloves,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_spiderrobe,spiderrobe,FALSE,spiderrobe,NORMALIZED:spider_robe,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_spidersilk,spidersilk,FALSE,spidersilk,NORMALIZED:spider_silk,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_spikedprimevalshield,spikedprimevalshield,FALSE,spikedprimevalshield,NORMALIZED:spiked_primeval_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_spikedtortoiseshield,spikedtortoiseshield,FALSE,spikedtortoiseshield,NORMALIZED:spiked_tortoise_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_spitfangjacket,spitfangjacket,FALSE,spitfangjacket,NORMALIZED:spitfang_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_staffofthearchmage,staffofthearchmage,FALSE,staffofthearchmage,NORMALIZED:staff_of_the_archmage,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_starvation,starvation,TRUE,starvation,EXACT,RESOLVED,A_WORKING
recipe_staticessence,staticessence,FALSE,staticessence,NORMALIZED:static_essence,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_stellarflare,stellarflare,FALSE,stellarflare,NORMALIZED:stellar_flare,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_stellarstaff,stellarstaff,FALSE,stellarstaff,NORMALIZED:stellar_staff,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_sunfireessence,sunfireessence,FALSE,sunfireessence,NORMALIZED:sunfire_essence,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_sunstaff,sunstaff,FALSE,sunstaff,NORMALIZED:sun_staff,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_swarmkeeperarmor,swarmkeeperarmor,FALSE,swarmkeeperarmor,NORMALIZED:swarmkeeper_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_sylvanblessing,sylvanblessing,FALSE,sylvanblessing,NORMALIZED:sylvan_blessing,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_sylvanmandate,sylvanmandate,FALSE,sylvanmandate,NORMALIZED:sylvan_mandate,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_tacticalhelmet,tacticalhelmet,FALSE,tacticalhelmet,NORMALIZED:tactical_helmet,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_thaumaturgicblood,thaumaturgicblood,FALSE,thaumaturgicblood,NORMALIZED:thaumaturgic_blood,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_titanicmight,titanicmight,FALSE,titanicmight,NORMALIZED:titanic_might,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_tortoisearmor,tortoisearmor,FALSE,tortoisearmor,NORMALIZED:tortoise_armor,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_tortoiseshield,tortoiseshield,FALSE,tortoiseshield,NORMALIZED:tortoise_shield,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_toxinpouch,toxinpouch,FALSE,toxinpouch,NORMALIZED:toxin_pouch,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_trollskinjacket,trollskinjacket,FALSE,trollskinjacket,NORMALIZED:trollskin_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_tunicaignis,tunicaignis,FALSE,tunicaignis,NORMALIZED:tunica_ignis,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_tunicainfernalis,tunicainfernalis,FALSE,tunicainfernalis,NORMALIZED:tunica_infernalis,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_tusknecklace,tusknecklace,FALSE,tusknecklace,NORMALIZED:tusk_necklace,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_undeadcuirass,undeadcuirass,FALSE,undeadcuirass,NORMALIZED:undead_cuirass,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_undeadgloves,undeadgloves,FALSE,undeadgloves,NORMALIZED:undead_gloves,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_undeadgreaves,undeadgreaves,FALSE,undeadgreaves,NORMALIZED:undead_greaves,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_undeadhelm,undeadhelm,FALSE,undeadhelm,NORMALIZED:undead_helm,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
recipe_undeadjacket,undeadjacket,FALSE,undeadjacket,NORMALIZED:undead_jacket,RESOLVED_VIA_FALLBACK,B_KEY_MISMATCH_FIXED_BY_NORMALIZED_FALLBACK
